,name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1,desc_2,desc_3
1797,Ka‘ū Lactic Natural,Paradise Roasters,Medium-Light,United States,Ka‘Ū,Big Island Of Hawai‘I,26.46,95,2022-05-01,"Voluptuous, juicy, unique. Starfruit, cocoa nib, star jasmine, amber, wild strawberry in aroma and cup. High-toned, vibrantly sweet structure with bright, balanced acidity; viscous, syrupy mouthfeel. Resonantly, long, lingering finish, fruity and deep."," Produced by Miranda Farms, entirely of the Red Catuai variety of Arabica and processed by an experimental natural method involving the inoculation of the cherries with lactic acid-producing organisms in a low oxygen environment for several days, then drying them on screens in a dehumidified room. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","A uniquely composed, experimentally processed Ka‘ū cup, produced in very small quantities and worth seeking out."
1798,Sumatra Yellow Bourbon,Paradise Roasters,Medium-Light,United States,Pematang Purba,Simalungun,10.29,93,2022-05-01,"Richly sweet-savory, multi-layered. Baking chocolate, goji berry, saltwater taffy, bay leaf, freesia-like flowers in aroma and cup. Balanced, sweet structure with gently brisk acidity; full, satiny-smooth mouthfeel. Chocolaty and berry-driven finish with undertones of saltwater taffy.","Produced at Lisa & Leo’s Farm, entirely of the Yellow Bourbon variety of Arabica, and processed by the traditional fermented and washed method. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",A Sumatra cup that’s atypical in its processing method (conventionally washed rather than washed and wet-hulled like traditional Sumatras) and almost Kenya-like in its sweet-savory balance.
1799,Colombia Finca El Paraiso Castillo Red Plum,Paradise Roasters,Light,United States,Cauca Department,Colombia,14.11,94,2022-05-01,"Richly floral, resonantly fruit-toned. Apricot blossom, Bing cherry, amber, cocoa nib, black sage in aroma and cup. Sweetly tart structure with gently bright, floral-driven acidity; buoyant, silky mouthfeel. The finish centers around notes of Bing cherry, apricot blossom and amber.","Produced by Diego Bermudez entirely of the Castillo variety of Arabica, and processed by the double-anaerobic washed method, in which the fermentation step occurs in a hermetically sealed vessel before the beans are washed and dried. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information","A uniquely composed, double-anaerobic washed Colombia cup that’s flavor-saturated and harmoniously sweet-tart-savory — unusual and inviting."
1800,Ethiopia Guji Uraga Tebe Burku Natural,Cozy House Coffee,Medium-Light,Taiwan,Guji Zone,Oromia Region,4.93,94,2022-04-01,"Deeply sweet, fruit-toned, lively. Black cherry, dark chocolate, marshmallow, macadamia nut, pink grapefruit zest in aroma and cup. Sweet structure with bright, juicy acidity; full, creamy-smooth mouthfeel. The cleanly fruit-toned finish is supported by notes of macadamia nut and dark chocolate.","Produced in the Guji growing region, nestled next to Ethiopia's better-known Yirgacheffe and Sidamo regions, largely from distinctive indigenous landrace varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Cozy House Coffee is a Taiwan-based specialty coffee roaster and an SCA Authorized Trainer (AST). For more information, visit https://shop.cozyhousecoffee.com.","An integrated, cleanly natural-processed Ethiopia cup, fruit-driven, with an especially rich, creamy mouthfeel."
1801,British Style Espresso Blend,Cozy House Coffee,Medium,Taiwan,Panama,Honduras,7.05,95,2022-04-01,"Evaluated as espresso. Juicy, richly sweet-tart. Pomegranate, dark chocolate, amber, almond butter, pomelo in aroma and small cup. Very syrupy mouthfeel; long, lingering, flavor-saturated finish. The tart-leaning structure stands up in cappuccino-scaled milk without sacrificing rich dark chocolate notes.","A blend of coffees from Panama, Honduras and Ethiopia roasted for espresso applications. Cozy House Coffee is a Taiwan-based specialty coffee roaster and an SCA Authorized Trainer (AST).  For more information, visit https://shop.cozyhousecoffee.com.","Juicy, tart and chocolaty in both the straight shot and in milk — balanced, vibrant, compellingly harmonious."
1802,Ethiopia Yirgacheffe Konga Natural,Cozy House Coffee,Medium-Light,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,4.93,93,2022-04-01,"Deeply sweet-savory. Blackberry, hop flowers, sandalwood, cocoa nib, a hint of lemon verbena in aroma and cup. Sweet-savory structure with gentle, round acidity; full, syrupy mouthfeel. Cocoa-toned sandalwood and blackberry notes characterize the resonant finish.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional landrace varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit, encouraging a flavor profile that is less predictable and deeper than the more familiar wet-processed floral- and citrus-toned Yirgacheffe profile. Cozy House Coffee is a Taiwan-based specialty coffee roaster and an SCA Authorized Trainer (AST). For more information, visit https://shop.cozyhousecoffee.com.",A rich-toned natural Yirgacheffe cup with an invitingly savory-leaning structure and especially viscous mouthfeel.
1803,Costa Rica Brunca Rivense Las Moras Black Honey,Cozy House Coffee,Medium-Light,Taiwan,Brunca Growing Region,Costa Rica,5.64,94,2022-04-01,"Juicy sweet, gently fermenty. Raspberry, thyme, dark chocolate, wine barrel in aroma and cup. Rich, sweet structure with buoyant acidity; satiny, viscous mouthfeel. Deeply chocolaty and fruit-toned finish.","Produced by the Urena Rojas Family entirely of the Red Catuai variety of Arabica, and processed by the black honey method, in which the skins are removed from the fruit but virtually all of the fruit flesh or mucilage is allowed to dry on the beans. Cozy House Coffee is a Taiwan-based specialty coffee roaster and an SCA Authorized Trainer (AST). For more information, visit https://shop.cozyhousecoffee.com.",A resonant black honey-processed Costa Rica cup with intense berry and dark chocolate notes and an intriguing hint of oaky wine.
1804,Ethiopia Yirgacheffe Hama Washed,Cozy House Coffee,Medium-Light,Taiwan,Yirgacheffe Growing Region,South-Central Ethiopia,4.93,94,2022-04-01,"Complex, multi-layered, deeply sweet-tart. Lilac, cocoa nib, peach, amber, pistachio in aroma and cup. Sweetly tart structure with bright, juicy acidity; plush, syrupy mouthfeel. The resonant, flavor-saturated finish leads with notes of lilac and peach, balanced by suggestions of crisp cocoa.","Southern Ethiopia coffees like this one are largely produced from distinctive traditional Ethiopian landrace varieties of Arabica long grown in the region. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Cozy House Coffee is a Taiwan-based specialty coffee roaster and an SCA Authorized Trainer (AST). For more information, visit https://shop.cozyhousecoffee.com.","A delicately high-toned, crisply sweet-tart washed Yirgacheffe cup with a floral throughline."
1805,Guatemala Antigua Bella Carmona,Cozy House Coffee,Medium-Light,Taiwan,Antigua Growing Region,Guatemala,4.93,93,2022-04-01,"Floral-driven, crisply cocoa-toned. Baking chocolate, magnolia, golden raisin, almond brittle, cedar in aroma and cup. Sweet structure with brisk acidity; syrupy-smooth mouthfeel. Baking chocolate and magnolia carry the finish, with undertones of fresh-cut cedar.","Produced by Luis Pedro Zelaya Zamora from trees of the Bourbon and Caturra varieties of Arabica and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Cozy House Coffee is a Taiwan-based specialty coffee roaster and an SCA Authorized Trainer (AST). For more information, visit https://shop.cozyhousecoffee.com.","A balanced, resonant Guatemala cup animated by inviting floral, chocolate, and dried fruit notes."
1806,Rwanda Gatare,Nostalgia Coffee Roasters,Medium-Light,United States,Nyamasheke District,Western Province,6.47,94,2022-05-01,"Very chocolaty, rich-toned. Dark chocolate, black cherry, amber, pink grapefruit zest, magnolia in aroma and cup. Crisply bright structure with vibrant acidity; velvety-smooth mouthfeel. The chocolaty finish is pleasingly complicated by notes of black cherry.","Produced by smallholding farmers surrounding the Gatare Washing Station entirely of the Red Bourbon variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Nostalgia Coffee Roasters is a woman-owned specialty coffee roaster founded by Taylor Fields in 2018 as a mobile café. Nostalgia is now focused on bringing exceptional coffee to folks around the world via its online store and wholesale program. Visit www.nostalgiacoffeeroasters.com for more information. ","A confident, complex Rwanda cup with rich fruit, deep chocolate, and spicy floral notes."
1807,Guatemala ASPROCDEGUA Women Producers,Yellow Brick Coffee,Medium-Light,United States,Huehuetenango,Guatemala,5.29,93,2022-05-01,"Crisply chocolaty, nut-toned. Baking chocolate, pink grapefruit zest, hazelnut brittle, thyme, agave syrup in aroma and cup. Bittersweet structure with brisk acidity; smooth, satiny mouthfeel. Quiet, nut-driven finish with hints of baking chocolate.","Produced by 664 smallholding women farmers of the ASPROCDEGUA Producer's Association, from trees of the Bourbon, Caturra, Catuai and Pache varieties of Arabica, and processed by the washed method. Founded in 2011, Yellow Brick Coffee is a specialty roaster and cafe in Tucson, Arizona. Visit www.yellowbrickcoffee.com for more information.","A balanced, inviting women-farmed Guatemala cup."
1808,Costa Rica Naranjo Danilo Salazar Arias,Coffee by Design,Medium-Light,United States,Alajuela,Costa Rica,6.76,94,2022-05-01,"Bright, richly sweet-tart, fruit-toned. Pomegranate, dark chocolate, lilac, almond, amber in aroma and small cup. Bright structure with juicy, vibrant acidity; plush, creamy mouthfeel. Sweetly tart finish with leading notes of pomegranate and almond. Crisply chocolaty, floral finish.","Produced by Danilo Salazar Arias of San Cristobal Farm, from the Catuai, Caturra and Villa Sarchi varieties of Arabica, and processed by the natural method (dried in the whole fruit). Founded in 1994, Coffee By Design is a specialty coffee roaster in Portland, Maine that also operates three coffee shops in town, as well as one in Freeport. Visit www.coffeebydesign.com.","A lively, juicy-bright natural-processed Costa Rica cup with inviting fruit and floral notes throughout."
1809,Kenya Kahunyo AA,Coffee by Design,Medium-Light,United States,Nyeri Growing Region,South-Central Kenya,4.85,93,2022-05-01,"Crisply sweet-savory. Date, magnolia, tamarind, cedar, brown sugar in aroma and cup. Richly bittersweet structure with lively acidity; crisp, velvety mouthfeel. Sweetly tart finish leads with tamarind notes, supported by suggestions of rich cedar.","Despite grower discontent, unclear government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Founded in 1994, Coffee By Design is a specialty coffee roaster in Portland, Maine that also operates three coffee shops in town, as well as one in Freeport. Visit www.coffeebydesign.com."," A savory, richly Kenya cup with appealing floral notes and a bright sweetness supported by deep aromatic wood impulses."
1810,Honduras COMSA Oscar Omar Alonzo,Coffee by Design,Medium-Light,United States,Marcala,Honduras,5.44,93,2022-05-01,"A balanced honey-processed cup that leads with stone fruit and vanilla-like floral notes — sweet, tart, and especially aromatic.","Produced by Oscar Omar Alonzo of Finca Cual Bicicleta, entirely of the Catuai variety of Arabica, and processed by the honey method in which some of the fruit flesh is left on the coffee seed during the drying process. Founded in 1994, Coffee By Design is a specialty coffee roaster in Portland, Maine that also operates three coffee shops in town, as well as one in Freeport. Visit www.coffeebydesign.com.","Delicately sweet-tart, deeply aromatic. Baking chocolate, apricot, grapefruit zest, hazelnut butter, rhododendron in aroma and cup. Sweet-tart structure with brisk acidity; full, satiny mouthfeel. The nut-toned finish is lifted by rhododendron-like florals."
1811,Rwanda Gasharu Natural,Coffee by Design,Medium-Light,United States,Nyamasheke District,Rwanda,6.76,92,2022-05-01,"Delicately fruit-forward, crisply chocolaty. Date, baking chocolate, hazelnut, tangerine zest, cane sugar in aroma and cup. Sweet-toned structure with gentle, round acidity, plush, syrupy-smooth mouthfeel. Understated, balance, nut- and chocolate-toned finish. ","Produced by smallholding farmers surrounding the Gasharu Washing Station, entirely of the Bourbon variety of Arabica, and processed by the natural method (sun-dried in the whole fruit). Founded in 1994, Coffee By Design is a specialty coffee roaster in Portland, Maine that also operates three coffee shops in town, as well as one in Freeport. Visit www.coffeebydesign.com.","A friendly, easygoing Rwanda cup, cleanly natural processed, with deep fruit, floral, and nut tones."
1812,Ethiopia Guji Shakiso G1 Honey,VERYTIME,Medium-Light,Taiwan,Sidama Growing Region,Southern Ethiopia,5.66,94,2022-05-01,"Fruit-toned, deeply floral. Raspberry, wisteria, honey, pink peppercorn, dark chocolate in aroma and cup. Sweetly tart structure with crisp, juicy acidity; full, satiny-smooth mouthfeel. The finish is driven by notes of raspberry and dark chocolate.","Produced by smallholding farmers, from local heirloom varieties of Arabica, and processed by the honey method, in which the skins are removed from the fruit but some fruit flesh is allowed to dry on the beans. VERYTIME is a specialty nano-roaster based in Taoyuan, Taiwan. Visit facebook.com/verytime7 for more information.","A fruit and flower medley, this honey-processed Ethiopia cup is berry-toned with a richly floral throughline and supporting notes of dark chocolate. "
1813,Yemen Haraaz Red Mahal Aqeeq ul Station Natural,PT's Coffee Roasting Co.,Medium-Light,United States,Sharqi,Haraaz,15.43,97,2022-05-01,"Lyrically sweet, stunningly deep, engagingly complex. Dried black cherry, black sage, wild honey sandalwood, honeysuckle in aroma and cup. Juicy-bright structure with malic (green-apple-like) acidity; luscious, satiny mouthfeel. Integrated, multi-layered, flavor-saturated finish.","Produced by smallholding farmers, from the Tuffahi, Dawairi, Jaadi and other heirloom varieties of Arabica, in collaboration with Al-Ezzi Industries, and processed by the natural method (dried in the whole fruit). Roasted at PT’s Coffee, where the motto is “without the love, it’s just coffee.” Visit www.ptscoffee.com or call 888-678-JAVA for more information.","A gorgeous stunner of a classic Yemen cup: fruit-laden, floral and sweetly herbaceous — a heady coffee, both aromatically and on the palate."
1814,Brazil Fazenda Samambaia Natural Fermentation Arara,Kakalove Cafe,Medium-Light,Taiwan,Santo Antônio Do Amparo,Minas Gerais State,8.5,95,2022-05-01,"Richly sweet, deeply savory. Fig, dark chocolate, magnolia, cashew butter, a hint of grappa barrel in aroma and cup. Sweet-toned structure with juicy acidity; full, syrupy-smooth mouthfeel. The finish centers around notes of dark chocolate and cashew butter with undertones of dried fig.","Produced by Henrique Dias Cambraia of Fazenda Samambaia entirely of the Arara variety of Arabica, and processed by an experimental method in which the coffee was fermented in the whole fruit in open barrels for four days using yeasts naturally occurring at the farm, then dried on raised beds. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information. ","A plush, sweet-toned, experimentally processed natural Brazil cup with a pleasing suggestion of grappa-like spirits."
1815,Brazil Ipanema Premier Cru Gold A49 Cherry,Euphora Coffee,Medium-Light,Taiwan,Serra Da Mantiqueira,Brazil,3.96,93,2022-05-01,"Crisply sweet, deep-toned. Banana, cream, hazelnut, freesia, golden raisin in aroma and cup. Bittersweet structure with brisk acidity; crisp, syrupy mouthfeel. Complex, resonant, flavor-saturated finish.","Produced at Fazenda Rio Verde, entirely of the Red Acaia variety of Arabica, and processed by an experimental method that involves anaerobic or oxygen-free fermentation of the whole fruit for 90 hours, followed by drying on raised beds. Euphora Coffee is a Taipei-based specialty coffee roaster with an active online community through which all sales are made. Visit www.euphoracoffeestudio.com for more information.","A friendly, crisply sweet, anaerobic natural Brazil cup with a particularly expansive, fruit-toned aroma."
1816,Brazil Natural Veloso Estate,Min Enjoy Cafe,Medium-Light,Taiwan,Cerrado Mineiro,Brazil,5.57,93,2022-05-01,"Soft, balanced, vibrant. Cocoa nib, tea rose, cream, bay leaf, dried apple in aroma and cup. Sweet structure with gentle acidity; buttery mouthfeel. The subtly nuanced finish leads with notes of cocoa nib and bay leaf with dried apple undertones.","Produced by the Veloso family at Fazenda Santa Cecilia entirely of the Yellow Catuaí variety of Arabica, and processed by the classic natural method (dried in the whole fruit). Min Cafe Enjoy is a Taipei-based nano-roaster. Visit www.facebook.com/minenjoycafe/photos/ for more information.","A quietly transcendent Brazil natural cup, harmonious and integrated."
1817,Sítio Pedra Menina,Mostra Coffee,Medium-Light,United States,Alto Caparaó,Minas Gerais State,11.29,93,2022-05-01,"Gently tart, sweetly herbaceous. Jasmine, sassafras, tangerine, baking chocolate, agave syrup in aroma and cup. High-toned structure with sweetly bright acidity; silky, buoyant mouthfeel. The quiet finish consolidates to notes of tangerine and jasmine.","Produced by Weber Teixeira Lacerda entirely of the Red Catuaí variety of Arabica, and processed by the pulped natural (also called semi-washed or honey) method (skins are removed but the sticky fruit flesh is allowed to dry on the beans). Mostra Coffee is a women-, minority-, veteran-, and immigrant-owned micro-roaster based in north county San Diego. For more information, visit www.mostracoffee.com.","A vibrant, juicy, floral- and citrus-toned cup with complicating sweet herb undertones."
1818,Brazil Sítio Ponte Fazenda Ponte,Peach Coffee Roasters,Medium-Light,United States,Chapada Diamantina Region,Bahia State,8.23,93,2022-05-01,"Caramel apple, chrysanthemum, lemon verbena, cedar, almond butter in aroma and cup. Sweetly bright structure with delicately juicy acidity; gently buoyant mouthfeel. The roundly sweet finish leads with notes of caramel apple and chrysanthemum.","Produced by Rodolfo Moreno Costa Rodrigues of Fazenda Ponte entirely of the Red Catucai IAC 144 variety of Arabica, and processed by the natural method in the whole fruit with an added dry ferment step. Peach Coffee Roasters is an Atlanta, Georgia-based specialty roaster. Visit www.peachcoffeeroasters.com for more information.","A quietly confident Brazil cup redolent of caramel apple, framed in fragrant aromatic wood notes suggesting cedar."
1819,Brazil Red Catuaí Double-Anaerobic,Spix's Cafe,Medium-Light,Taiwan,Minas Gerais State,Brazil,4.81,93,2022-05-01,"Sweetly and deeply bright. Dried cherry, dark chocolate, magnolia, cedar, marjoram in aroma and cup. Sweetly savory structure with delicate, deep-toned acidity; silky-smooth mouthfeel. Simple, clean finish, chocolaty and sweet.","Comprised entirely of the Red Catuaí variety of Arabica and processed by the anaerobic natural method (fermentation of the whole fruit occurs in a hermetically sealed, oxygen-free vessel before the fruit is dried). Spix’s Cafe is a Taipei-based coffee roaster specializing exclusively in coffees from Brazil. Visit https://www.facebook.com/SpixsCafeEspecialTaiwan/ for more information.","A quietly confident anaerobic natural Brazil cup, chocolaty, deep, floral, fruit-toned."
1820,Brazil Legender Sitio Taquara Natural,Willoughby's Coffee & Tea,Medium-Light,United States,Campestre,Minas Gerais State,4.08,92,2022-05-01,"Hazelnut, vanilla, freesia, cocoa powder, plum in aroma and cup. Sweet-toned with balanced, backgrounded acidity; delicate, lively mouthfeel. Straightforward, richly nut-toned, crisply chocolaty finish.","Produced by Roberto Bernardes of Sitio Taquara entirely of the Yellow Catuaí variety of Arabica, and processed by the pulped natural method (the outer skin of the coffee fruit is removed as it is in the wet or “washed” method, but the sticky fruit residue is allowed to dry on the bean and later removed by machine along with the parchment skin). Willoughby’s Coffee & Tea is a pioneer specialty coffee roaster established in the early 1980s that has gracefully and successfully moved with the times and now offers a menu of extremely refined small-lot, single-origin coffees. Visit www.willoughbyscoffee.com or call 800-388-8400 for more information.","Classic Brazil: richly sweet, deeply nut-toned, chocolate-edged."
1821,Brazil Mogiana Aparecid Farm,CafeTaster,Medium-Light,Taiwan,Mogiana Growing Region,Sao Paulo State,5.1,93,2022-05-01,"Crisp, sweet, delicately cocoa-toned. Blood orange, cocoa, macadamia nut, honeysuckle, grape in aroma and cup. Deep and rather bittersweet in structure, with low-toned but vibrant acidity. Lightly syrupy, deeply satiny mouthfeel. Dries out a bit in the finish, but a cocoa-toned sweetness lasts.  ","Processed by the natural method, with the addition of a dry fermentation step at the onset of drying. Mogiana is the most traditional of all Brazil coffee growing regions. CafeTaster is a Taiwan-based specialty roaster and certified SCA training facility. For more information, visit www.facebook.com/cafetaster or email roaster Jerry Huang at [email protected]","Delicate cocoa, crisp orange, and a fine, satiny mouthfeel distinguish this quietly original Brazil."
1822,Costa Rica Canet Musician Series Bach Raisin Honey,Cafe Red Bean Shop,Medium-Light,Taiwan,Tarrazu,Costa Rica,7.75,94,2022-05-01,"Richly fruit-toned. Date, honey, hazelnut butter, magnolia, hint of whiskey barrel in aroma and cup. Sweet-toned structure with brisk acidity; full, buttery mouthfeel. Long, resonant, balanced finish centered around notes of date, magnolia and hazelnut. ","Produced by smallholding members of Asocafe Canet, entirely of the Caturra variety of Arabica, and processed by the honey method, in which the skins are removed from the fruit but some of the fruit flesh (mucilage) is allowed to dry on the beans. Cafe Red Bean Shop is a specialty coffee roaster based in Taipei, Taiwan. For more information, visit https://shopee.tw/caferedbean.","A deep-toned, fruit-driven honey-processed Costa Rica cup with an especially inviting aftertaste and a whisper of appealing whiskey barrel-like ferment."
1823,Peru Amazonas Los Santos Geisha Natural,Cafe Red Bean Shop,Light,Taiwan,Utcubamba Province,Amazonas Region,13.39,95,2022-05-01,"Richly aromatic, deeply floral toned. Star jasmine, cocoa nib, dragonfruit, lychee, sandalwood in aroma and cup. Richly sweet with delicately bright acidity; full, satiny-smooth mouthfeel. Crisply sweet finish consolidates to notes of cocoa nib and sandalwood with undertones of star jasmine. ","Comprised entirely of the Geisha variety of Arabica and processed by the natural method (dried in the whole fruit). Cafe Red Bean Shop is a specialty coffee roaster based in Taipei, Taiwan. For more information, visit https://shopee.tw/caferedbean.","A spice-toned, richly aromatic, floral-driven Peru Geisha cup that evokes a tropical garden — the cup’s flavor notes are especially balanced and exciting."
1824,Ethiopia Odola Washed,Ramshead Coffee Roasters,Light,United States,Uraga,Guji Zone,5.57,95,2022-05-01,"Gently fruit-forward, elegantly floral. Wild raspberry, cocoa nib, star jasmine, cashew butter, cedar in aroma and cup. Sweet-toned structure with delicately juicy acidity; very full, satiny mouthfeel. The finish consolidates to notes of cocoa-toned raspberry.","Produced by smallholding farmers surrounding the Odola TebeArowacho washing station, from local heirloom varieties of Arabica, and processed by the washed method. Imported by Catalyst Trade. RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.","A pretty, quietly confident washed Ethiopia cup that foregrounds notes of wild berries and spicy florals — elegant, exciting and inviting."
1825,Colombia Quindio Anaerobic Natural,Paradise Roasters,Medium-Light,United States,Quindio Department,Colombia,8.82,94,2022-06-01,"Richly fruit and spice-toned. Dried elderberry, clove, agave syrup, marjoram, sandalwood in aroma and cup. Sweet-savory structure with vibrant acidity; syrupy-smooth mouthfeel. The resonant finish leads with notes of elderberry and sandalwood.","Produced by smallholding farmers and processed by the natural anaerobic method ((whole fruit is fermented in hermetically sealed vessels before drying). Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information. ","A deeply satisfying, savory-sweet Colombia anaerobic with wide-ranging aromatics and dried fruit and warming spices on the palate."
1826,Colombia Pink Bourbon,Paradise Roasters,Medium-Light,United States,Pitalito,Huila Department,11.17,94,2022-06-01,"Complex, nuanced, high-toned. Wild raspberry, honeysuckle, cocoa nib, tangerine zest, honey in aroma and cup. Sweetly tart with juicy-bright acidity; full, satiny-smooth mouthfeel. The inviting finish leads with notes of cocoa nib and honey.","Produced by Carlos Ramon Diaz of Finca La Esperanza entirely of the Pink Bourbon variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information. ","A focused, complex Colombia Pink Bourbon with top notes of wild berry and cocoa nib and a throughline of spicy-sweet florals and citrus zest."
1827,Philippine Farmer Milled Lot,Mostra Coffee,Medium,United States,Atok,Benguet,6.55,93,2022-06-01,"Spice-toned, deeply chocolaty. Dark chocolate, baking spices, cashew butter, lily, molasses in aroma and cup. Crisply sweet with gentle, round acidity; plush, creamy mouthfeel. Quiet, nutty finish supported by notes of baking spices.","Produced by a small community of coffee growers at Sitio Naguey and processed by the washed method at Kalsada Mill. Mostra Coffee is a women-, minority-, veteran-, and immigrant-owned micro-roaster based in north county San Diego. For more information, visit www.mostracoffee.com.","A balanced, rich-toned, darker roasted coffee from smallholding farmers in The Philippines — chocolaty, floral, and driven by notes of baking spices."
1828,Colombia Cumbarco Lot 397,modcup coffee,Medium-Light,United States,Caicedonia,Valle De Cauca Department,5.88,93,2022-06-01,"Crisply chocolaty, richly nut-toned. Baking chocolate, almond butter, plum, cedar, maple syrup in aroma and cup. Sweet structure with juicy acidity; velvety mouthfeel. The flavorful finish leads with notes of baking chocolate and almond with hints of plum.","Produced by smallholding farmers surrounding the famous Café La Granja La Esperanza farm from trees of the Caturra, Castillo and Colombia varieties of Arabica, and processed by the traditional washed method at La Granja. modcup coffee, founded in 2013, focuses on fresh roasting and distinctive natural-processed coffees. Visit modcup.com for more information.","A classic washed Colombia cup with crisp stonefruit notes, balanced acidity, a richly sweet structure."
1829,Meridiano Ecuador,JBC Coffee Roasters,Medium-Light,United States,Quito,Pichincha Province,5.29,93,2022-06-01,"Bright, deep-toned. Bing cherry, almond nougat, lemon verbena, cane sugar, cedar in aroma and cup. Sweet structure with gentle, smooth acidity; very full satiny mouthfeel. The crisp finish centers around notes of almond nougat and lemon verbena.","Produced by Mario Hervas of Finca Meridiano entirely of the Typica Mejorado variety of Arabica, and processed by the washed method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information","A nuanced, multi-layered Ecuador cup that’s paradoxically both bright and deep."
1830,Malaysia Sabah Honey,Paradise Roasters,Medium-Light,United States,Sabah State,East Malaysia,14.7,92,2022-06-01,"Richly sweet, delicately spice-toned. Baking chocolate, date, brown sugar, nutmeg, fresh-cut oak in aroma and cup. Sweet-toned structure with brisk acidity; smooth, silky mouthfeel. The finish consolidates to notes of baking chocolate and nutmeg.","Produced by Fabian Willem and processed by the honey method (skins are removed but at least some of the sticky fruit flesh is allowed to dry on the beans). Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information. ","A fine cup from the Malaysian state of Sabah, which occupies part of the island of Borneo: sweet, spice-toned; original and rare."
1831,Ruby Sweet Lychee,1980 CAFE,Medium-Light,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,6.34,92,2022-06-01,"Fruit-toned, delicately floral. Magnolia, plum, almond, cedar, cane sugar in aroma and cup. Crisply sweet structure with brisk acidity; silky mouthfeel. Wood-framed finish with undertones of almond and cane sugar.","Produced by smallholding farmers largely from landrace varieties of Arabica long grown in the region, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). 1980 CAFE is a specialty coffee roaster and cafe in Tainan, Taiwan. Visit https://www.1980cafetw.com for more information."," A friendly, gently fruit- and floral-driven washed Ethiopia cup."
1832,Fruits Island,1980 CAFE,Medium-Light,Taiwan,Guji Zone,Oromia Region,6.34,90,2022-06-01,"Gently sweet-tart. Pomegranate, orange zest, agave syrup, fir, lily in aroma and cup. Tart structure with brisk acidity; velvety mouthfeel. Gently drying, wood-framed finish.","Produced by smallholding farmers, entirely of the 74110 variety of Arabica, and processed by the natural method (dried in the whole fruit). 1980 CAFE is a specialty coffee roaster and cafe in Tainan, Taiwan. Visit https://www.1980cafetw.com for more information.",A quietly inviting natural-processed Ethiopia cup with tart fruit and distinct aromatic wood notes.
1833,Kasasagi,Kasasagi Coffee Roasters,Medium-Light,Taiwan,Guatemala,Costa Rica,8.0,92,2022-06-01,"Evaluated as espresso. Sweet, richly nut-toned. Almond brittle, freesia, dried apple, cedar, lemon zest in aroma and small cup. Crisp, satiny mouthfeel; gently drying, wood-framed finish. In three parts milk, nut tones are amplified, supported by a hint of freesia-like flowers.",A blend of coffees from Guatemala and Costa Rica roasted for espresso applications. Kasasagi is a Taiwan-based company that specializes in roasting “Japanese-style” coffees. Both companies are based in Taipei. Visit https://www.facebook.com/Kasasagicoffee/ for more information.,"A deeply sweet, nutty espresso blend redolent of almond brittle supported, both in the straight shot and in milk, by spicy floral notes."
